"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
NA,"World Journal of Pharmaceutical Research","0165-6164","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6165","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6167","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6168","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6170","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6171","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6178","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6181","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6186","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6189","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6199","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6204","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6219","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6225","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6232","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6233","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6308","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6118","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6237","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-5945","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6220","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6264","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6106","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6229","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6332","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6305","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6301","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6333","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6337","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6287","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6317","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6318","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6319","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6169","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6051","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6288","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6256","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6354","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6294","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-5835","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6304","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6303","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6363","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6397","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6396","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-5559","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6420","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6144","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-5950","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-5978","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6008","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6022","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6090","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6097","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6123","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6172","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6174","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6191","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6196","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6227","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6239","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6242","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6244","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6245","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6246","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6248","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6249","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6253","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6261","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6266","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6269","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6271","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6272","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6273","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6275","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6277","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6280","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6284","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6285","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6290","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6291","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6309","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6315","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6316","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6320","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6323","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6324","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6326","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6327","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6328","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6329","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6330","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6331","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6334","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6335","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6338","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6342","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6343","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6346","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6347","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6349","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6358","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6360","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6361","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6364","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6367","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6370","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6371","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6376","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6379","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6382","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6384","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6388","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6390","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6392","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6393","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6394","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6399","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6404","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6406","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6410","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6418","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6428","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6429","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6430","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6431","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6198","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6252","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6094","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6211","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6297","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6340","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6350","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6365","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6366","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6378","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6389","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6402","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6403","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6423","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6426","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6436","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6440","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6441","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6442","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6444","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0165-6445","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6448","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6449","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6455","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6457","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6289","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6325","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6302","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6359","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6412","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6092","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6126","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6182","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6188","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6255","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6260","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6262","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6267","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6268","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6274","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6278","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6281","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6299","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6300","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6307","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6310","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6321","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6322","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6345","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6357","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6368","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6369","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6373","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6374","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6391","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6407","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6408","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6414","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6416","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6419","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6421","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6377","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6383","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6424","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6450","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","2016-6447","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6427","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6375","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0166-6385","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6413","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","2017-5303","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6055","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6484","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6339","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6463","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6464","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6528","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6476","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6470","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6512","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6456","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6560","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6567","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6570","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6561","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6551","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6582","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6609","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6598","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-5898","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6201","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6263","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6276","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6289","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6297","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6415","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6422","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6433","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6437","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6438","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6452","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6453","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6454","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6461","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6466","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6468","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6471","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6472","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6473","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6474","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6475","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6479","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6482","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6483","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6485","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6486","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6487","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6489","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6492","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6493","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6498","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6499","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6502","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6503","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6505","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6510","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6511","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6514","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6516","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6519","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6521","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6523","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6524","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6525","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6527","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6529","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6531","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6533","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6542","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6543","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6547","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6549","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6556","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6558","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6563","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6564","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6565","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6571","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6573","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6580","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6594","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6595","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6603","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6604","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6606","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6608","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6610","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6612","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6615","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6616","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6618","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6619","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6624","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6625","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6645","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6584","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6663","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6672","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6693","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-5904","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6496","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6585","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6620","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6628","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6629","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6630","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6631","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6632","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6633","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6634","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6635","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6641","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6642","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6643","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6646","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6651","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6653","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6656","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6657","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6662","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6665","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6674","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6677","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6682","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6685","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6689","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6490","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6465","webscraping","ind_journal",NA,NA
